Wed Oct 08 21:21:03 CST 2014
Timestamp, DB min, DB max, DB current, DB used, Core Threads, Active Threads, Queue Tasks, Completed Tasks, Sessions, NIO Read, NIO Written, Queued NIO events, Queues NIO writes
1412774644170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774649170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774654170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774659171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774664170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774669171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774674171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774679170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774684171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774689171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774694170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774699170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774704170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774709170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774714171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774719171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774724170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774729171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774734170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774739171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774744170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774749170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774754170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774759170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774764171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774769170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774774170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774779170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774784170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774789171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774794171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774799170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774804171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774809170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774814170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774819171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774824170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774829170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774834171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774839171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774844171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774849170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774854170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774859170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774864171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774869171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774874171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774879170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774884171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774889171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774894171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774899174,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774904171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774909171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774914170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774919170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774924170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774929171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774934171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774939171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774944170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774949171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774954171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774959171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774964171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774969170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774974171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774979171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774984170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774989170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774994171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412774999171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775004171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775009170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775014171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775019170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775024170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775029171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775034170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775039171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775044171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775049170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775054170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775059171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775064171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775069170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775074170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775079171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775084176,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775089170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775094170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775099171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775104171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775109170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775114170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775119170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775124171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775129170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775134171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775139170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775144171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775149171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775154170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775159170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775164170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775169171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775174171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775179170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775184170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775189170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775194171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775199170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775204171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775209170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775214170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775219171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775224170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775229171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775234171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775239170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775244171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775249171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775254171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775259170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775264171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775269171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775274170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775279170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775284170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775289171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775294170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775299171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775304171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775309171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775314170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775319171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775324171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775329171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775334171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775339171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775344170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775349171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775354171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775359171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775364171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775369171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775374171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775379171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775384171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775389171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775394171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775399171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775404170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775409171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775414171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775419171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775424171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775429171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775434172,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775439170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775444170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775449170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775454171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775459171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775464170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775469170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775474171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775479170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775484170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775489170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775494171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775499171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775504170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775509171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775514171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775519170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775524170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775529171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775534170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775539171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775544171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775549171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775554171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775559170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775564170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775569170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775574171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775579170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775584170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775589171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775594170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775599170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775604171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775609170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775614170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775619170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775624170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775629170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775634171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775639170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775644170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775649171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775654171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775659170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775664171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775669171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775674171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775679171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775684171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775689170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775694171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775699170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775704171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775709170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775714171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775719171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775724171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775729171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775734171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775739170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775744170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775749171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775754171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775759170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775764171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775769170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775774170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775779171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775784170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775789170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775794170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775799171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775804171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775809171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775814171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775819171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775824170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775829171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775834171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775839171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775844171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775849170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775854170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775859171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775864170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775869170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775874171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775879171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775884171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775889171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775894170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775899170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775904170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775909171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775914171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775919171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775924170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775929171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775934171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775939171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775944171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775949170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775954171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775959171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775964171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775969170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775974170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775979170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775984171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775989171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775994170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412775999171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776004171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776009170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776014170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776019170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776024171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776029171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776034171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776039170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776044171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776049170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776054170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776059171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776064171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776069170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776074171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776079171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776084170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776089170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776094171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776099170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776104170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776109171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776114170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776119171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776124171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776129171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776134171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776139171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776144171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776149171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776154171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776159171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776164171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776169170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776174171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776179171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776184170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776189170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776194170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776199170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776204171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776209170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776214170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776219170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776224170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776229173,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776234170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776239170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776244171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776249170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776254170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776259170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776264170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776269170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776274171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776279170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776284171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776289170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776294170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776299171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776304170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776309170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776314171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776319170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776324170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776329170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776334171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776339171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776344171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776349170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776354170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776359170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776364170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776369170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776374171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776379171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776384171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776389171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776394171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776399171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776404171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776409170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776414170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776419170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776424171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776429171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776434171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776439170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776444171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776449171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776454170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776459170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776464170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776469170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776474171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776479171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776484170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776489170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776494171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776499171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776504170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776509171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776514170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776519171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776524170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776529171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776534170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776539171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776544170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776549171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776554171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776559171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776564171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776569171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776574171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776579171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776584171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776589170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776594171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776599170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776604171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776609171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776614170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776619170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776624170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776629170,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776634171,5,25,5,0,17,0,0,60,0,52,1,0,0
1412776639170,5,25,5,0,17,0,0,60,0,52,1,0,0
